subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Adults,1/29/2018,10/7/2017,10/11/2017,Ipsos,A-,1588,a,0.1190529,0,36.3,29.1,41.95003,34.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50325,79339,10/12/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/8/2017,10/12/2017,Ipsos,A-,1611,a,0.1211443,0,37.2,28.7,42.85003,34.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50324,79338,10/13/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/9/2017,10/13/2017,Ipsos,A-,1611,a,0.12149,0,35.7,28.6,41.35003,33.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50340,79337,10/14/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/10/2017,10/14/2017,Ipsos,A-,1581,a,0.1195503,0,36.4,29.4,42.05003,34.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50339,79336,10/15/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/11/2017,10/15/2017,Ipsos,A-,1575,a,0.1193978,0,36.5,29.1,42.15003,34.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50338,79335,10/16/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/12/2017,10/16/2017,Ipsos,A-,1637,a,0.1243922,0,36.9,30.6,42.55003,35.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50337,79334,10/17/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/12/2017,10/15/2017,CNN/SSRS,NA,1010,a,1.197774,0,51,37,47.21034,34.8732,NA,NA,"http://i2.cdn.turner.com/cnn/2017/images/10/17/rel10b.-.trump,.guns.pdf",50336,79084,10/16/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/13/2017,10/17/2017,Ipsos,A-,1678,a,0.1277901,0,37.2,30.9,42.85003,36.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50359,79333,10/18/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/14/2017,10/18/2017,Ipsos,A-,1693,a,0.1291087,0,38.1,30.9,43.75003,36.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50358,79332,10/19/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/15/2017,10/19/2017,Ipsos,A-,1701,a,0.129783,0,37.7,29.4,43.35003,34.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50357,79331,10/20/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/16/2017,10/20/2017,Ipsos,A-,1969,a,0.1501719,0,36.4,29.2,42.05003,34.52963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50373,79330,10/21/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/17/2017,10/21/2017,Ipsos,A-,2109,a,0.1606861,0,36,29.2,41.65003,34.52963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50372,79329,10/22/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/18/2017,10/22/2017,Ipsos,A-,2343,a,0.1782628,0,36.1,28.5,41.75003,33.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50371,79328,10/23/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/19/2017,10/23/2017,Ipsos,A-,2318,a,0.17624889999999999,0,36.7,27.6,42.35003,32.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50370,79327,10/24/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/20/2017,10/24/2017,Ipsos,A-,2355,a,0.1790887,0,36.6,27.6,42.25003,32.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50387,79326,10/25/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/21/2017,10/25/2017,Ipsos,A-,2071,a,0.1576509,0,37.6,27.7,43.25003,33.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50386,79325,10/26/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/22/2017,10/26/2017,Ipsos,A-,1870,a,0.1425759,0,37.8,26.8,43.45003,32.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50385,79324,10/27/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/18/2017,10/30/2017,Public Religion Research Institute,NA,2109,a,2.20732,0,43,35,43.24319,34.76164,NA,NA,https://www.prri.org/wp-content/uploads/2017/12/2017-AVS-Topline-FINAL.pdf,50632,79912,10/31/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/23/2017,10/27/2017,Ipsos,A-,1750,a,0.1336848,0,37.2,28.6,42.85003,33.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50401,79508,10/28/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/24/2017,10/28/2017,Ipsos,A-,1735,a,0.132821,0,35.6,30.3,41.25003,35.62963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50400,79507,10/29/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/25/2017,10/29/2017,Ipsos,A-,1743,a,0.1337458,0,36.5,29.9,42.15003,35.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50399,79506,10/30/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/26/2017,10/30/2017,Ipsos,A-,1768,a,0.1360113,0,37.7,29.6,43.35003,34.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50398,79505,10/31/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/27/2017,10/31/2017,Ipsos,A-,1802,a,0.1390184,0,39.9,30.9,45.55003,36.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50415,79544,11/1/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/28/2017,11/1/2017,Ipsos,A-,1593,a,0.1232722,0,40.9,30,46.55003,35.32963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50414,79543,11/2/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/29/2017,11/2/2017,Ipsos,A-,1910,a,0.1482697,0,43.2,28.5,48.85003,33.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50413,79542,11/3/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/30/2017,11/3/2017,Ipsos,A-,1858,a,0.1447459,0,42.1,28.9,47.75003,34.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50429,79564,11/4/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,10/31/2017,11/4/2017,Ipsos,A-,1818,a,0.1421714,0,40.7,28.3,46.35003,33.62963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50428,79563,11/5/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/1/2017,11/5/2017,Ipsos,A-,1769,a,0.1388974,0,38.9,27.7,44.55003,33.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50427,79562,11/6/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/2/2017,11/6/2017,Ipsos,A-,1860,a,0.1466458,0,38.9,29,44.55003,34.32963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50426,79561,11/7/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/2/2017,11/5/2017,CNN/SSRS,NA,1021,a,1.259006,0,50,38,46.21034,35.8732,NA,NA,http://cdn.cnn.com/cnn/2017/images/11/07/rel11b_-_2018_and_taxes.pdf,50422,79570,11/6/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/3/2017,11/7/2017,Ipsos,A-,1573,a,0.124519,0,38.4,29.6,44.05003,34.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50436,79584,11/8/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/4/2017,11/8/2017,Ipsos,A-,1608,a,0.1277397,0,38.6,30.7,44.25003,36.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50435,79583,11/9/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/5/2017,11/9/2017,Ipsos,A-,1644,a,0.1310042,0,38.4,30.1,44.05003,35.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50452,79615,11/10/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/6/2017,11/10/2017,Ipsos,A-,1648,a,0.1316801,0,39.5,29.5,45.15003,34.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50451,79614,11/11/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/7/2017,11/11/2017,Ipsos,A-,1580,a,0.1265282,0,39.7,28.7,45.35003,34.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50450,79613,11/12/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/8/2017,11/12/2017,Ipsos,A-,1533,a,0.122993,0,38.4,28.8,44.05003,34.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50449,79612,11/13/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/9/2017,11/13/2017,Ipsos,A-,1536,a,0.1234055,0,38.2,28.5,43.85003,33.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50448,79611,11/14/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/10/2017,11/14/2017,Ipsos,A-,1525,a,0.1226416,0,38.2,30.6,43.85003,35.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50482,79673,11/15/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/11/2017,11/15/2017,Ipsos,A-,1565,a,0.1259268,0,38.1,30.9,43.75003,36.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50481,79672,11/16/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/12/2017,11/16/2017,Ipsos,A-,1629,a,0.1311173,0,37.6,30.9,43.25003,36.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50480,79671,11/17/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/13/2017,11/17/2017,Ipsos,A-,1666,a,0.1341327,0,38.3,30.4,43.95003,35.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50498,79705,11/18/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/14/2017,11/18/2017,Ipsos,A-,1601,a,0.1289447,0,37.7,30.1,43.35003,35.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50497,79704,11/19/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/15/2017,11/19/2017,Ipsos,A-,1588,a,0.1279416,0,38.1,28.3,43.75003,33.62963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50496,79703,11/20/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/16/2017,11/20/2017,Ipsos,A-,1562,a,0.1258888,0,38.1,28.2,43.75003,33.52963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50495,79702,11/21/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/17/2017,11/21/2017,Ipsos,A-,1492,a,0.1202586,0,37.3,28.3,42.95003,33.62963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50513,79727,11/22/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/18/2017,11/22/2017,Ipsos,A-,1506,a,0.1213909,0,36.7,27.8,42.35003,33.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50512,79726,11/23/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/19/2017,11/23/2017,Ipsos,A-,1543,a,0.124353,0,37.5,28,43.15003,33.32963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50511,79725,11/24/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/20/2017,11/24/2017,Ipsos,A-,1597,a,0.1286096,0,37.3,28.9,42.95003,34.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50560,79809,11/25/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/21/2017,11/25/2017,Ipsos,A-,1605,a,0.1290771,0,35.8,29.7,41.45003,35.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50558,79808,11/26/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/22/2017,11/26/2017,Ipsos,A-,1685,a,0.1351999,4.496e-4,36.5,28.7,42.15003,34.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50557,79807,11/27/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/23/2017,11/27/2017,Ipsos,A-,1922,a,0.153781,0.0010245,36.7,30.1,42.35003,35.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50556,79806,11/28/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/24/2017,11/28/2017,Ipsos,A-,1970,a,0.1571175,0.0015733,36.1,30.1,41.75003,35.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50610,79870,11/29/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/25/2017,11/29/2017,Ipsos,A-,1962,a,0.1559838,0.002087,35.8,28.6,41.45003,33.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50609,79869,11/30/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/26/2017,11/30/2017,Ipsos,A-,1928,a,0.1528077,0.0025608,36.5,28.6,42.15003,33.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50608,79868,12/1/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/27/2017,12/1/2017,Ipsos,A-,1908,a,0.150763,0.0030381,36.2,30.1,41.85003,35.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50631,79909,12/2/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/28/2017,12/2/2017,Ipsos,A-,1656,a,0.1304601,0.0030742,36,29.8,41.65003,35.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50630,79908,12/3/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/29/2017,12/3/2017,Ipsos,A-,1594,a,0.125207,0.0033802,36.6,31.6,42.25003,36.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50629,79907,12/4/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,11/30/2017,12/4/2017,Ipsos,A-,1552,a,0.12156,0.0037015,37.2,32.4,42.85003,37.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50628,79906,12/5/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/1/2017,12/5/2017,Ipsos,A-,1550,a,0.1210641,0.0041072,36.9,31.2,42.55003,36.52963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50651,79945,12/6/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/2/2017,12/6/2017,Ipsos,A-,1532,a,0.1193318,0.0044661,37.6,30.5,43.25003,35.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50650,79944,12/7/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/3/2017,12/7/2017,Ipsos,A-,1499,a,0.1164481,0.0047689,37.8,30.2,43.45003,35.52963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50649,79943,12/8/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/4/2017,12/8/2017,Ipsos,A-,1499,a,0.1161315,0.0051692,37.6,29.5,43.25003,34.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50663,79972,12/9/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/5/2017,12/9/2017,Ipsos,A-,1463,a,0.1130121,0.0054373,38.5,29.1,44.15003,34.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50662,79971,12/10/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/6/2017,12/10/2017,Ipsos,A-,1413,a,0.1088059,0.005632,37.4,28.8,43.05003,34.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50661,79970,12/11/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/7/2017,12/11/2017,Ipsos,A-,1442,a,0.1105658,0.0061376,36.6,29.9,42.25003,35.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50660,79969,12/12/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/8/2017,12/12/2017,Ipsos,A-,1464,a,0.1118347,0.0066294,37.3,28.7,42.95003,34.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50697,80024,12/13/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/9/2017,12/13/2017,Ipsos,A-,1841,a,0.140152,0.00884,38.2,28.3,43.85003,33.62963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50696,80023,12/14/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/10/2017,12/14/2017,Ipsos,A-,2298,a,0.1744349,0.0116681,38,28.6,43.65003,33.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50695,80022,12/15/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/11/2017,12/15/2017,Ipsos,A-,2538,a,0.1922605,0.0135948,38.1,28.8,43.75003,34.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50714,80056,12/16/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/12/2017,12/16/2017,Ipsos,A-,2657,a,0.2009049,0.0164475,38.3,27.3,43.95003,32.62963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50713,80055,12/17/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/13/2017,12/17/2017,Ipsos,A-,2678,a,0.2023915,0.0188101,38.4,27.6,44.05003,32.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50712,80054,12/18/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/14/2017,12/18/2017,Ipsos,A-,2891,a,0.2186729,0.0227226,38.6,27.7,44.25003,33.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50711,80053,12/19/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/14/2017,12/17/2017,CNN/SSRS,NA,1001,a,1.315772,0.1753883,54,38,50.21034,35.8732,NA,NA,http://cdn.cnn.com/cnn/2017/images/12/20/rel12b.-.2018.pdf,50707,80058,12/18/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/15/2017,12/19/2017,Ipsos,A-,2491,a,0.1888566,0.0216733,39.3,27.1,44.95003,32.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50730,80082,12/20/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/16/2017,12/20/2017,Ipsos,A-,2323,a,0.1767095,0.0221792,40.2,27.5,45.85003,32.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50729,80081,12/21/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/17/2017,12/21/2017,Ipsos,A-,2233,a,0.1705767,0.0232276,40.3,28,45.95003,33.32963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50728,80080,12/22/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/18/2017,12/22/2017,Ipsos,A-,2248,a,0.1725737,0.0253233,40.5,27.6,46.15003,32.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50735,80105,12/23/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/19/2017,12/23/2017,Ipsos,A-,1637,a,0.1263848,0.0198696,41,26.7,46.65003,32.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50734,80104,12/24/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/20/2017,12/24/2017,Ipsos,A-,1479,a,0.1148596,0.0192561,40.5,27,46.15003,32.32963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50733,80103,12/25/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/21/2017,12/25/2017,Ipsos,A-,1435,a,0.11211,0.0199618,41.1,27.3,46.75003,32.62963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50732,80102,12/26/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/22/2017,12/26/2017,Ipsos,A-,1458,a,0.1145927,0.0215954,42,27.1,47.65003,32.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50746,80121,12/27/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/23/2017,12/27/2017,Ipsos,A-,1455,a,0.1150522,0.0228784,41.9,26.8,47.55003,32.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50745,80120,12/28/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/24/2017,12/28/2017,Ipsos,A-,1519,a,0.1208545,0.0252892,41.7,27.9,47.35003,33.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50744,80119,12/29/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/25/2017,12/29/2017,Ipsos,A-,1839,a,0.1472448,0.0323424,42.1,29.1,47.75003,34.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50750,80133,12/30/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/26/2017,12/30/2017,Ipsos,A-,1897,a,0.1529372,0.0351756,41.3,28.4,46.95003,33.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50749,80132,12/31/2017,11:55:10 29 Jan 2018
Adults,1/29/2018,12/27/2017,12/31/2017,Ipsos,A-,1819,a,0.2954314,0.0710073,40.2,30.3,45.85003,35.62963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50760,80156,1/1/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,12/15/2017,1/15/2018,USC Dornsife/LA Times,NA,3569,a,1.576935,0.558222,51,40,48.97915,38.18063,NA,NA,https://drive.google.com/file/d/1jwjRYzdaV4dNIjclxCA45RZlKcbZ0UF_/view,50818,80302,1/16/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,12/29/2017,1/2/2018,Ipsos,A-,625,a,0.0516154,0.0134696,36,29.8,41.65003,35.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50759,80155,1/3/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,12/30/2017,1/3/2018,Ipsos,A-,948,a,0.0787362,0.0214104,34.8,30.8,40.45003,36.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50758,80154,1/4/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,12/31/2017,1/4/2018,Ipsos,A-,1259,a,0.1050123,0.0297558,35.9,30.5,41.55003,35.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50757,80153,1/5/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/1/2018,1/5/2018,Ipsos,A-,1599,a,0.1331814,0.0426146,36.4,30.7,42.05003,36.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50779,80195,1/6/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/2/2018,1/6/2018,Ipsos,A-,1610,a,0.1339973,0.0477428,37.3,31,42.95003,36.32963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50778,80202,1/7/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/3/2018,1/7/2018,Ipsos,A-,1553,a,0.129236,0.0507048,37.3,31.1,42.95003,36.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50777,80201,1/8/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/4/2018,1/8/2018,Ipsos,A-,1581,a,0.131617,0.0563494,39.5,30.4,45.15003,35.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50776,80200,1/9/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/5/2018,1/9/2018,Ipsos,A-,1622,a,0.1351429,0.0626638,39.4,31.3,45.05003,36.62963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50793,80222,1/10/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/6/2018,1/10/2018,Ipsos,A-,1584,a,0.1321765,0.0659508,39.5,31.1,45.15003,36.42963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50792,80221,1/11/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/7/2018,1/11/2018,Ipsos,A-,1614,a,0.1349784,0.0720727,39.3,29.5,44.95003,34.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50791,80220,1/12/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/8/2018,1/12/2018,Ipsos,A-,1728,a,0.1449449,0.0824269,38.7,31.3,44.35003,36.62963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50803,80251,1/13/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/9/2018,1/13/2018,Ipsos,A-,1673,a,0.1408807,0.0849688,36.5,30.7,42.15003,36.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50802,80250,1/14/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/10/2018,1/14/2018,Ipsos,A-,1557,a,0.1317726,0.0839764,36.8,30.4,42.45003,35.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50801,80249,1/15/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/11/2018,1/15/2018,Ipsos,A-,1641,a,0.1397274,0.0937812,37,29.9,42.65003,35.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50800,80248,1/16/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/12/2018,1/16/2018,Ipsos,A-,1640,a,0.1406552,0.099135,36.8,31.6,42.45003,36.92963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50822,80287,1/17/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/13/2018,1/17/2018,Ipsos,A-,1571,a,0.1358706,0.100302,36.8,29.9,42.45003,35.22963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50821,80286,1/18/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/14/2018,1/18/2018,Ipsos,A-,1570,a,0.1370742,0.1057424,38.3,30.7,43.95003,36.02963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50820,80285,1/19/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/14/2018,1/18/2018,CNN/SSRS,NA,1005,a,1.356545,1.068569,51,41,47.21034,38.8732,NA,NA,http://cdn.cnn.com/cnn/2018/images/01/21/democrats.2018.poll.cnn.pdf,50823,80292,1/19/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/15/2018,1/19/2018,Ipsos,A-,1640,a,0.1447009,0.1164054,37.4,30.4,43.05003,35.72963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50837,80314,1/20/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/16/2018,1/20/2018,Ipsos,A-,2188,a,0.1952979,0.16353,37.6,29.8,43.25003,35.12963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50836,80313,1/21/2018,11:55:10 29 Jan 2018
Adults,1/29/2018,1/17/2018,1/21/2018,Ipsos,A-,2674,a,0.2418606,0.2104338,37,29.5,42.65003,34.82963,NA,TRUE,http://polling.reuters.com/#poll/TM1212Y17/,50835,80312,1/22/2018,11:55:10 29 Jan 2018
